Food_Code,Food_Name,Description,Group,Protein,Fat,Carbohydrate,Energy,Total_sugars
18-062,"Beef, sirloin joint, roasted, lean",10 samples,MAC,32.4,6.5,0,188,0
18-063,"Beef, sirloin joint, roasted, lean and fat",Calculated from 82% lean and 16% fat,MAC,29.8,12.6,0,233,0
18-066,"Beef, sirloin steak, fried in corn oil, lean",10 samples,MAC,28.8,8.2,0,189,0
18-067,"Beef, sirloin steak, fried in corn oil, lean and fat",Calculated from 82% lean and 16% fat,MAC,26.8,14,0,233,0
18-074,"Beef, sirloin steak, from steakhouse, lean","7 samples, including grilled and char-grilled",MAC,31.5,5.1,0,172,0
18-075,"Beef, sirloin steak, from steakhouse, lean and fat","Calculated from 85% lean and 14% fat, including grilled and char-grilled",MAC,29.6,10.7,0,215,0
18-070,"Beef, sirloin steak, grilled medium-rare, lean",19 samples,MAC,26.6,7.7,0,176,0
18-071,"Beef, sirloin steak, grilled medium-rare, lean and fat",Calculated from 86% lean and 12% fat,MAC,24.8,12.6,0,213,0
18-068,"Beef, sirloin steak, grilled rare, lean",10 samples,MAC,26.4,6.7,0,166,0
18-069,"Beef, sirloin steak, grilled rare, lean and fat",Calculated from 83% lean and 16% fat,MAC,25.1,12.8,0,216,0
18-072,"Beef, sirloin steak, grilled well-done, lean",10 samples,MAC,33.9,9.9,0,225,0
18-073,"Beef, sirloin steak, grilled well-done, lean and fat",Calculated from 86% lean and 13% fat,MAC,31.8,14.4,0,257,0
18-064,"Beef, sirloin steak, raw, lean",10 samples,MAC,23.5,4.5,0,135,0
18-065,"Beef, sirloin steak, raw, lean and fat",Calculated from 80% lean and 18% fat,MAC,21.6,12.7,0,201,0
18-082,"Beef, stewing steak, frozen, stewed, lean",10 samples,MAC,29.7,8.5,0,195,0
18-083,"Beef, stewing steak, frozen, stewed, lean and fat","Calculated from 85% lean and 13% fat. Meat browned in 1/2 oz of corn oil per 1b meat, covered with 1pt of water per lb, covered and cooked for 2 hours",MAC,26.9,11.6,0,212,0
18-078,"Beef, stewing steak, pressure cooked, lean",10 samples,MAC,35.1,6.5,0,199,0
18-079,"Beef, stewing steak, pressure cooked, lean and fat",Calculated from 89% lean and 10% fat,MAC,34,9,0,217,0
18-076,"Beef, stewing steak, raw, lean",10 samples,MAC,22.6,3.5,0,122,0
18-077,"Beef, stewing steak, raw, lean and fat",Calculated from 90% lean and 9% fat,MAC,22.1,6.4,0,146,0
18-080,"Beef, stewing steak, stewed, lean",10 samples,MAC,32,6.3,0,185,0
18-081,"Beef, stewing steak, stewed, lean and fat",Calculated from 84% lean and 14% fat,MAC,29.2,9.6,0,203,0
19-530,"Beef, stir-fried with green peppers, homemade",Recipe,MR,11.8,8,6.1,145,3.8
18-086,"Beef, topside, microwaved, lean",10 samples,MAC,35,4.6,0,181,0
18-087,"Beef, topside, microwaved, lean and fat",Calculated from 89% lean and 11% fat,MAC,32.1,11.1,0,228,0
18-084,"Beef, topside, raw, lean",10 samples,MAC,23,2.7,0,116,0
18-085,"Beef, topside, raw, lean and fat",Calculated from 84% lean and 15% fat,MAC,20.4,12.9,0,198,0
18-088,"Beef, topside, roasted medium-rare, lean",10 samples,MAC,32.2,5.1,0,175,0
18-089,"Beef, topside, roasted medium-rare, lean and fat",Calculated from 87% lean and 12% fat,MAC,29.9,11.4,0,222,0
18-090,"Beef, topside, roasted well-done, lean",10 samples,MAC,36.2,6.3,0,202,0
18-091,"Beef, topside, roasted well-done, lean and fat",Calculated from 88% lean and 11% fat,MAC,32.8,12.5,0,244,0
17-506,"Beer, bitter, average (<4% ABV)","<4% ABV. 5 samples from different brewers; canned, draught and bottled, including Boddingtons, John Smith, Greene King IPA, Tetley's and Caffrey's",QA,0.3,Tr,2.2,30,2.2
17-208,"Beer, bitter, best, premium","Mixed sample from different brewers, ABV 4-5%, including Fullers London Pride, Spitfire, Green King Abbot",QA,0.3,Tr,2.2,33,2.2
17-748,"Beer, bitter, strong (>5% ABV)",">5% ABV, including Old Speckled Hen, Hobgoblin, Old Peculier, Leffe and Marston's Old Empire",QA,0.3,Tr,2.2,42,2.2
13-633,"Beetroot, cooked in unsalted water","11 samples, UK and Dutch, including fresh and ready-cooked vacuum packed beetroot, no added vinegar. For fresh samples, top and root trimmed, peeled. Boiled for 1-2 hours",DG,1.6,0.3,11.6,53,10.9
13-166,"Beetroot, pickled, drained","10 samples, 5 brands. Whole and sliced",DG,1.2,0.2,5.6,28,5.6
13-164,"Beetroot, raw","Top and root trimmed, peeled",DG,1.7,0.1,7.6,36,7
16-003,"Bele, raw",Literature sources. Imported frozen from Bangladesh,JA,15.3,0.7,0,67,0
13-807,"Betel leaves, fresh",Literature sources,H,6.4,0.1,8.6,61,N
14-806,Betel nuts,Literature sources,GA,5.2,10.2,56.7,339,N
15-669,"Bhaji, aubergine and potato, homemade",Recipe from review of recipe collection,DR,1.8,8.8,13.4,135,3.2
15-670,"Bhaji, aubergine, pea, potato and cauliflower, homemade",Gujerati dish. Recipe from a personal collection,DR,2.9,2.5,10.7,72,4.3
15-672,"Bhaji, cabbage and pea, with butter ghee, homemade",Bangladeshi dish. Recipe adapted from literature sources,DR,3.4,14.2,9.7,177,7.1
15-673,"Bhaji, cabbage and pea, with rapeseed oil, homemade",Bangladeshi dish. Recipe adapted from literature sources,DR,3.4,14.5,9.7,180,7.1
15-674,"Bhaji, cabbage and potato, with butter, homemade",Punjabi dish. Recipe from dietary survey records,DR,2.7,5.6,9.7,98,4.9
15-397,"Bhaji, cabbage and potato, with rapeseed oil, homemade",Punjabi dish. Recipe from dietary survey records,DR,2.2,7,9.1,106,4.7
15-675,"Bhaji, cabbage and potato, with vegetable oil",Punjabi dish. Recipe from dietary survey records,DR,2.7,6.8,9.6,108,4.9
15-016,"Bhaji, cabbage and spinach","Punjabi dish. Cabbage, spinach, onion and chick pea flour. Recipe from manufacturer",DR,3.6,17.1,7.8,198,3.8
15-671,"Bhaji, cabbage, homemade",Recipe adapted from literature sources,DR,2.8,4.5,6.8,77,5.9
15-676,"Bhaji, carrot, potato and pea, with butter, homemade",Punjabi dish. Recipe from dietary survey records,DR,2.2,6.6,12.9,116,6.8
15-677,"Bhaji, carrot, potato and pea, with vegetable oil, homemade",Punjabi dish. Recipe from dietary survey records,DR,2.1,7.9,12.9,128,6.7
15-679,"Bhaji, cauliflower and potato, homemade",Bangladeshi dish. Recipe adapted from literature sources,DR,3.3,6.8,10.1,106,2.8
15-680,"Bhaji, cauliflower and vegetable, homemade","Cauliflower, onion, tomato and spices. Recipe from literature sources",DR,3.1,9.1,6.6,117,4
15-678,"Bhaji, cauliflower, homemade",Recipe,DR,2.9,20.1,5.5,211,3.8
15-021,"Bhaji, cauliflower, potato and pea, with butter",Punjabi dish. Recipe from manufacturer,DR,3.5,11.3,8.2,145,2.5
15-022,"Bhaji, cauliflower, potato and pea, with vegetable oil",Punjabi dish. Recipe from manufacturer,DR,3.4,13.7,8.2,166,2.5
15-024,"Bhaji, green bean",Punjabi dish. Recipe from manufacturer,DR,2.2,7.6,5,91,4.1
15-025,"Bhaji, karela, with butter ghee, homemade",Recipe from a personal collection,DR,1.8,10.6,1.2,103,Tr
15-026,"Bhaji, karela, with vegetable oil, homemade",Recipe from a personal collection,DR,1.8,10.6,1.2,103,Tr
15-681,"Bhaji, mushroom, homemade",Mushroom and onion. Recipe from review of recipe collection,DR,1.2,16.6,4.1,168,3.2
15-683,"Bhaji, mustard leaves and spinach, homemade",Recipe from literature sources,DR,3.1,6.5,3.8,84,1.6
15-682,"Bhaji, mustard leaves, homemade",Recipe from literature sources,DR,3,6.3,4.6,85,1.3
15-684,"Bhaji, okra, Bangladeshi, with butter ghee, homemade","Okra, onion and spices. Recipe adapted from literature sources",DR,2.4,6.2,7.7,97,5.6
15-685,"Bhaji, okra, Bangladeshi, with vegetable oil, homemade","Okra, onion and spices. Recipe adapted from literature sources",DR,2.4,6.4,7.7,97,5.6
15-686,"Bhaji, okra, Islami, homemade",Recipe from the Aga Khan Health Board for the United Kingdom. Very dry dish,DR,4.6,17.1,8.9,201,7
15-687,"Bhaji, pea, homemade",Pakistani dish. Recipe from literature sources,DR,5,34.6,9.3,363,3.2
15-688,"Bhaji, potato and fenugreek leaves, homemade",Gujerati dish. Recipe from review of recipe collection,DR,3.7,15.9,18.8,222,N
15-689,"Bhaji, potato and green pepper, homemade","Punjabi dish. Potato, pepper, onion and tomato. Recipe from dietary survey records",DR,1.5,9,12.7,134,2.6
15-690,"Bhaji, potato and onion, homemade",Bangladeshi dish. Recipe adapted from literature sources,DR,2.1,10.1,16.7,162,3.4
15-691,"Bhaji, potato, onion and mushroom, homemade",Recipe from review of recipe collection,DR,1.7,17.3,12.1,211,3.5
15-040,"Bhaji, potato, spinach and cauliflower, homemade","Recipe from Wharton et al, 1983",DR,2.2,15.1,7.1,169,1.6
15-692,"Bhaji, potato, with butter ghee, homemade",Recipe from literature sources,DR,2.2,9.8,16.6,161,1.5
15-693,"Bhaji, potato, with vegetable oil, homemade",Recipe from literature sources,DR,2.2,10,16.6,161,1.5
15-695,"Bhaji, spinach and potato, homemade",Recipe from review of recipe collection,DR,3.6,14.1,13.4,192,1.6
15-694,"Bhaji, spinach, homemade","Recipe from Wharton et al, 1983",DR,3.3,6.9,2.5,83,2.1
15-697,"Bhaji, turnip and onion, homemade",Punjabi dish. Recipe from dietary survey records,DR,1.2,10.6,7.1,126,5.9
15-696,"Bhaji, turnip, homemade",Recipe from literature sources,DR,1.3,16.4,6.5,179,5.4
15-047,"Bhaji, vegetable, Punjabi, with butter",Recipe from manufacturer. Mixed vegetables,DR,3.5,7.2,8.2,108,5.5
15-048,"Bhaji, vegetable, Punjabi, with vegetable oil",Recipe from manufacturer. Mixed vegetables,DR,3.5,8.6,8.2,120,5.5
15-698,"Bhaji, vegetable, with butter, homemade",Recipe from literature sources. Mixed vegetables,DR,1.9,15.3,10.3,185,4.7
15-699,"Bhaji, vegetable, with rapeseed oil, homemade",Recipe from literature sources. Mixed vegetables,DR,1.8,18.5,10.1,213,4.6
17-356,Bicarbonate of soda,As sodium bicarbonate,WY,0,0,0,0,0
19-454,"Biryani, chicken, takeaway","10 samples, 2 from different establishments in each of 5 regions. Consists of chicken fried in oil with saffron flavoured rice and a curry sauce that contains vegetables and coconut.",MR,8.5,7.4,16.6,163,0.9
11-821,"Biscuits, cheese flavoured","10 samples, 5 products, including Cheddars, Mini Cheddars, cheese melts and cheese savouries",AM,10.5,28.1,53.2,494,2.7
11-816,"Biscuits, cookies, chocolate chip, American style","10 samples, 10 products, including milk, plain and white chocolate from instore bakeries and catering outlets",AM,5.2,21.3,60.6,440,40.5
11-815,"Biscuits, cookies, chocolate chip, standard","10 samples, 7 products, including Maryland, Fox's and own brand",AM,5.4,24.9,60,471,30
11-807,"Biscuits, digestive, half coated in chocolate","10 samples, 6 products, including milk and plain chocolate",AM,6.3,25.7,61.8,488,24.3
11-799,"Biscuits, digestive, plain","10 samples, 7 products",AM,6.2,21.3,65.6,463,17.5
11-803,"Biscuits, digestive, with oats, plain","9 samples, 4 products, including Hobnobs and own label",AM,6.4,22.9,66.4,480,25.9
11-809,"Biscuits, fully coated with chocolate","10 samples, 6 products, including Breakaway, Rocky and chocolate fingers",AM,6.4,27.2,62.8,506,39.3
11-810,"Biscuits, fully coated with chocolate, with cream","10 samples, 8 products, including Penguin, Club, Classic, own label",AM,5.2,28.2,59,496,37.4
11-811,"Biscuits, fully coated with chocolate, with marshmallow","10 samples, 7 products, including teacakes and Wagon Wheels",AM,4.5,19,59.9,413,41.4
11-798,"Biscuits, ginger nuts","10 samples, 8 products",AM,4.8,15.7,75.3,443,31.3
11-952,"Biscuits, gingernut, homemade",Recipe,AM,4.5,19.8,70,459,32.6
11-808,"Biscuits, iced","5 samples, 2 products, including Party Rings, Ice Gems",AM,4.8,10.8,77.1,406,44.6
11-804,"Biscuits, jam filled","10 samples, 6 products, including Jammie Dodgers and own label",AM,5.2,14.4,74,428,33
11-1035,"Biscuits, melting moments, homemade",Recipe,AM,3.4,37.1,57.8,564,N
11-1060,"Biscuits, oat based, chocolate, half coated",Recipe,AM,6.6,24.9,63.9,489,33.1
11-1032,"Biscuits, plain, homemade",Recipe,AM,6.2,22.1,66,471,26.4
11-801,"Biscuits, plain, reduced fat","10 samples, 5 products, including digestives, rich tea and reduced fat Hobnobs",AM,6.6,13.5,75.7,432,21.2
11-813,"Biscuits, sandwich, cream","12 samples, 12 products, including Custard Creams and Bourbons",AM,5,23.3,65.8,477,29.9
11-797,"Biscuits, semi-sweet","10 samples, 7 products, including rich tea, Morning Coffee",AM,6.4,15.1,75.4,444,20.3
11-806,"Biscuits, short or sweet, half coated in chocolate","10 samples, 6 products, including milk and plain chocolate, shortcake, rich tea, gems and animal shapes",AM,6,24.2,70.3,506,35.5
11-796,"Biscuits, short, sweet","12 samples, 11 products, including malted milk, shortcake, nice",AM,5.6,20.9,71.7,479,23.8
11-1034,"Biscuits, wholemeal, homemade",Recipe,AM,12.7,7.5,66.6,369,4.2
13-059,"Black gram, chilki urad dahl, dried, split, boiled in unsalted water",Soaked and boiled,DB,8,0.4,13.6,90,0.3
13-058,"Black gram, chilki urad dahl, split, dried, raw",Partial seed coat. Literature sources,DB,26,1.4,42.5,287,1.3
13-061,"Black gram, duhli urad dahl, split, dried, boiled in unsalted water",Soaked and boiled,DB,8.1,0.4,15.1,96,0.3
13-060,"Black gram, duhli urad dahl, split, dried, raw",No seed coat. Literature sources,DB,27.2,1.4,44,298,1.3
13-057,"Black gram, urad gram, whole, dried, boiled in unsalted water",Soaked and boiled,DB,7.8,0.4,13.6,89,0.3
13-056,"Black gram, urad gram, whole, dried, raw",Literature sources,DB,24.9,1.4,40.8,275,1.3
19-114,"Black pudding, dry-fried","8 samples, 6 brands",MI,10.3,21.5,16.6,297,0.2
19-113,"Black pudding, raw","8 samples, 6 brands",MI,9.1,20.6,14.8,277,0.2
14-388,"Blackberries, raw","11 samples, UK and imported",FA,1.1,0.2,5.6,27,5.6
14-049,"Blackberries, stewed with sugar","Calculated from 700g fruit, 210g water, 84g sugar",FA,0.7,0.2,13.8,56,13.8
14-050,"Blackberries, stewed without sugar","Calculated from 700g fruit, 210g water",FA,0.8,0.2,4.4,21,4.4
14-349,"Blackberry and apple, stewed with sugar","Calculated from 400g blackberries, 550g apples, 175g water, 115g sugar",FA,0.4,0.2,15.8,63,15.8
14-364,"Blackberry and apple, stewed without sugar","Calculated from 400g blackberries, 550g apples, 175g water",F,0.5,0.2,6.4,28,6.4
17-845,"Blackcurrant juice drink/squash, diluted",Calculated from 38g concentrate to 250ml water,PCC,0,0,7.2,27,7.2
17-737,"Blackcurrant juice drink/squash, undiluted",Including Ribena and own brands,PCC,0.1,0,54.2,204,54.2
14-053,"Blackcurrants, raw","Whole fruit, stalks removed",FA,0.9,Tr,6.6,28,6.6
14-054,"Blackcurrants, stewed with sugar","Calculated from 700g fruit, 210g water, 84g sugar",FA,0.7,Tr,15,58,15
14-055,"Blackcurrants, stewed without sugar","Calculated from 700g fruit, 210g water",FA,0.8,Tr,5.6,24,5.6
12-557,"Blancmange, homemade",Recipe,BR,3.3,1.6,18.1,96,11.7
16-170,"Bloater, flesh only, grilled",Salted and smoked herring,JC,23.5,17.4,0,251,0
16-171,"Bloater, flesh only, grilled, weighed with bones and skin",Calculated from grilled 16-170,JC,15.3,11.3,0,163,0
14-325,Blueberries,"21 samples, summer and winter, UK grown and imported",FA,0.9,0.2,9.1,40,9.1
16-004,"Boal, raw",Literature sources. Imported frozen from Bangladesh,JA,15.4,2.7,0,86,0
19-476,"Bolognese sauce (with meat), homemade",Recipe,MR,11.8,11.6,2.8,161,2.6
19-475,"Bolognese sauce (with meat), made with extra lean minced beef, homemade",Recipe,MR,13,4.9,2.8,108,2.6
16-005,Bombay duck,"Literature sources. Salted dried fish, also known as dried lottiya",JA,61.7,4,0,283,0
17-764,Bombay mix,"20 samples; savoury mix of gram flour, assorted peas, lentils, nuts and seeds",SN,18.8,32.9,35.1,503,2.3
17-770,"Bouillabaisse, homemade",Recipe,WAA,11.3,10.5,2,139,1.7
17-766,Bounty bar and own brand equivalents,Manufacturer's data (Mars). milk chocolate,SEA,3.7,26.3,61,480,50.4
18-392,"Brain, lamb, boiled",11 samples,MG,11.6,8.8,0,126,0
11-906,"Bran, wheat","5 samples, 4 products",AA,14.8,5.5,20.6,186,2.3
11-1036,"Brandy snaps, homemade",Recipe,AM,2.8,22.5,72.1,489,50.1
19-115,Brawn,10 samples,MI,12.4,11.5,0,153,0
14-871,"Brazil nuts, kernel only",10 samples,GA,14.3,68.2,3.1,683,2.4
14-884,"Brazil nuts, kernel only, weighed with shells",Calculated from 14-871,GA,6.5,31.4,1.4,314,1.1
11-1038,"Bread pudding, homemade",Recipe,AS,5.9,7.7,48,289,33.3
11-1144,"Bread rolls, brown, crusty","12 samples of 6 rolls, different shops",AF,10.3,2.8,50.4,255,1.9
11-983,"Bread rolls, brown, soft","14  samples of 6 rolls, different shops",AG,9.9,3.2,44.8,236,2.8
11-984,"Bread rolls, malted wheat","10 samples, pre-packed, freshly baked, including granary products",AG,10,4.2,42.7,238,3
11-985,"Bread rolls, white, crusty",10 samples,AG,9.2,2.2,54.9,262,2.7
11-1006,"Bread rolls, white, soft",10 samples,AF,9.3,2.6,51.5,254,2.6
11-986,"Bread rolls, wholemeal",10 samples,AG,10.4,3.3,46.1,244,2.6
17-664,"Bread sauce, made with semi-skimmed milk, HOMEMADE",Recipe,WCD,4,2.5,15.6,97,5.4
17-771,"Bread sauce, made with skimmed milk, homemade",Recipe,WCD,4.2,1.4,15.5,88,5.1
17-772,"Bread sauce, made with whole milk, homemade",Recipe,WCD,4.1,3.7,15.4,108,5
11-971,"Bread, brown, average","11 samples, 8 brands",AF,7.9,2,42.1,207,3.4
11-1136,"Bread, brown, toasted","11 samples, 8 brands. Calculated using 22% weight loss",AF,10.1,2.6,54,266,4.4
11-969,"Bread, ciabatta",8 samples,AF,10.2,3.9,52,271,3.1
11-937,"Bread, garlic and herb, retail","10 samples, 10 products , frozen and chilled",AF,7,16.7,45.1,348,2.9
11-462,"Bread, malt, fruited","6 samples, 3 brands",AF,7.8,2.3,64.9,295,22.6
11-972,"Bread, malted wheat","24 samples, sliced and unsliced, including granary products",AF,9.6,2.3,47.4,237,2.9
11-910,"Bread, naan, peshwari naan, takeaway and retail","10 samples, 5 from takeaway shops, naan with nuts and raisins",AF,7.6,7.9,39.8,251,1.6
11-973,"Bread, naan, retail","12 samples, including garlic and coriander",AF,7.8,7.3,50.2,285,3.1
11-974,"Bread, pitta, white","10 samples, 8 brands",AF,9.1,1.3,55.1,255,3
11-947,"Bread, seeded",Label data and calculations,AF,9.9,7.4,43.8,270,3.8
11-1117,"Bread, soda, made with white flour, homemade",Recipe,AF,7.6,1.6,57.3,261,2.3
11-975,"Bread, wheatgerm","7 samples, 4 brands, pre-packed, sliced",AF,11.1,3.1,39.5,220,3.8
11-1145,"Bread, white, average",Average of 5 main types of white bread,AF,8.7,2.1,48.7,236,3
11-923,"Bread, white, crusty bloomer, unsliced, fresh, large","10 samples, 8 products",AF,9.2,1.6,52.3,247,2.8
11-976,"Bread, white, Danish style","8 samples, 4 brands, including Nimble and Weight Watchers",AF,9.1,2.7,44.5,228,3
11-977,"Bread, white, farmhouse or split tin",20 samples,AF,9,2,49.9,241,2.9
11-978,"Bread, white, French stick","18 samples, baguette and flute, thick and thin",AF,9,1.9,56.1,263,2.8
11-979,"Bread, white, premium","15 samples, 13 brands",AF,8.3,2.3,47,230,2.7
11-980,"Bread, white, sliced",15 samples,AF,7.9,1.6,46.1,219,3.4
11-1137,"Bread, white, sliced, fried in rapeseed oil",Calculated on white sliced bread using analysed fat and water changes,AF,8.1,32.2,46.8,498,3.5
11-1001,"Bread, white, toasted",15 samples. Calculated using weight loss of 18%,AF,9.7,2,56.2,267,4.1
11-1003,"Bread, white, 'with added fibre'","Including Hovis Best of Both, Kingsmill 50/50 and Warburtons Half & Half Toastie",AF,8.7,2.2,45.1,224,3.5
11-1004,"Bread, white, 'with added fibre', toasted",Calculated using weight loss of 16%,AF,10.4,2.6,53.7,266,4.2
